sample_id,split,pose_file,feature_file,output_file,pose_rows,csi_rows,time_matched_rows,valid_pose_rows,final_rows,matching_rate,mean_time_error_sec,max_time_error_sec,feature_dim,pose_dim,processing_sec,status,error
yena_fall_stay_down_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_stay_down_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_stay_down_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_03_synchronized_315.npz,124,129,124,124,124,100.0,1.2919548453282914e-07,3.814697322468419e-07,315,66,0.06615090370178223,completed,
yena_fall_stay_down_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_stay_down_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_stay_down_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_04_synchronized_315.npz,126,132,126,126,126,100.0,0.0008311168057844043,0.0016622340772300959,315,66,0.06924200057983398,completed,
yena_fall_stay_down_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_stay_down_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_stay_down_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_05_synchronized_315.npz,125,128,125,125,125,100.0,0.0008310991106554866,0.0016625798307359219,315,66,0.0759725570678711,completed,
yena_free_activity_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_free_activity_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_free_activity_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_free_activity_normal_01_synchronized_315.npz,1804,1799,1799,1804,1799,99.72283813747228,0.004984288010746241,0.009966090321540833,315,66,0.4961569309234619,completed,
yena_free_activity_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_free_activity_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_free_activity_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_free_activity_normal_02_synchronized_315.npz,3007,3008,3007,3007,3007,100.0,0.008332408033311367,0.01666039414703846,315,66,0.7073178291320801,completed,
yena_pick_up_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_01_synchronized_315.npz,1801,1802,1801,1801,1801,100.0,0.004997223615646362,0.009994998574256897,315,66,0.3811190128326416,completed,
yena_pick_up_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_02_synchronized_315.npz,139,147,139,139,139,100.0,0.0008293240098282695,0.0016584631521254778,315,66,0.056910037994384766,completed,
yena_pick_up_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_03_synchronized_315.npz,131,131,131,131,131,100.0,0.0008269718964584172,0.001653944025747478,315,66,0.05733489990234375,completed,
yena_pick_up_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_04_synchronized_315.npz,117,122,117,117,117,100.0,0.0008285680087283254,0.0016567613929510117,315,66,0.05090904235839844,completed,
yena_pick_up_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_05_synchronized_315.npz,134,134,134,134,134,100.0,0.0008312470163218677,0.001662309281527996,315,66,0.05729532241821289,completed,
yena_pick_up_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_06_synchronized_315.npz,127,129,127,127,127,100.0,0.0008311313576996326,0.001661887625232339,315,66,0.053710222244262695,completed,
yena_pick_up_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_07_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_07_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_07_synchronized_315.npz,128,134,128,128,128,100.0,0.0008268211968243122,0.0016538365744054317,315,66,0.06803560256958008,completed,
yena_pick_up_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_08_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_08_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_08_synchronized_315.npz,127,131,127,127,127,100.0,0.0008311313576996326,0.001661887625232339,315,66,0.05067300796508789,completed,
yena_pick_up_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_09_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_09_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_09_synchronized_315.npz,128,128,128,128,128,100.0,0.0008311501587741077,0.0016624943818897009,315,66,0.05394244194030762,completed,
yena_pick_up_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_10_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_10_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_10_synchronized_315.npz,129,130,129,129,129,100.0,0.0008290124242193997,0.0016578403301537037,315,66,0.053833723068237305,completed,
yena_pick_up_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_normal_11_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_normal_11_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_11_synchronized_315.npz,122,126,122,122,122,100.0,0.0008264993666671216,0.0016526239924132824,315,66,0.057512760162353516,completed,
yena_pick_up_variation_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_variation_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_variation_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_variation_01_synchronized_315.npz,1800,1808,1800,1799,1799,99.94444444444444,0.004167173523455858,0.008336350321769714,315,66,0.33713650703430176,completed,
yena_pick_up_variation_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_variation_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_variation_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_variation_02_synchronized_315.npz,138,139,138,138,138,100.0,0.0008313091821037233,0.0016628120793029666,315,66,0.07766580581665039,completed,
yena_pick_up_variation_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_variation_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_variation_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_variation_03_synchronized_315.npz,136,133,133,136,133,97.79411764705883,0.0008128062472678721,0.0016258064424619079,315,66,0.053264617919921875,completed,
yena_pick_up_variation_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_variation_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_variation_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_variation_04_synchronized_315.npz,122,126,122,122,122,100.0,0.0008264993666671216,0.0016526239924132824,315,66,0.054009437561035156,completed,
yena_pick_up_variation_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_pick_up_variation_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_pick_up_variation_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_variation_05_synchronized_315.npz,100,102,100,100,100,100.0,0.0008277589804492891,0.0016558999195694923,315,66,0.05111527442932129,completed,
yena_sit_move_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_move_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_move_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_move_normal_01_synchronized_315.npz,1813,1816,1813,1813,1813,100.0,0.004997240845113993,0.009997536428272724,315,66,0.3221893310546875,completed,
yena_sit_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_01_synchronized_315.npz,1207,1204,1204,1207,1204,99.75144987572494,0.0033222876954823732,0.006642101798206568,315,66,0.22787880897521973,completed,
yena_sit_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_02_synchronized_315.npz,135,137,135,135,135,100.0,0.000827160372864455,0.0016547024715691805,315,66,0.051957130432128906,completed,
yena_sit_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_03_synchronized_315.npz,128,130,128,128,128,100.0,0.0024869435001164675,0.004974081180989742,315,66,0.05114388465881348,completed,
yena_sit_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_04_synchronized_315.npz,127,125,125,127,125,98.4251968503937,0.002447368111461401,0.004895118530839682,315,66,0.07505297660827637,completed,
yena_sit_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_05_synchronized_315.npz,130,135,130,130,130,100.0,0.0033076920080929995,0.006615765858441591,315,66,0.06743335723876953,completed,
yena_sit_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_06_synchronized_315.npz,130,133,130,130,130,100.0,0.0033247419632971287,0.006649866234511137,315,66,0.04798078536987305,completed,
yena_sit_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_07_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_07_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_07_synchronized_315.npz,126,133,126,126,126,100.0,0.00248015858232975,0.004960317630320787,315,66,0.04867839813232422,completed,
yena_sit_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_08_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_08_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_08_synchronized_315.npz,135,136,135,135,135,100.0,0.0033086419571191072,0.0066176652908325195,315,66,0.047069549560546875,completed,
yena_sit_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_normal_09_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_normal_09_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_09_synchronized_315.npz,123,125,123,123,123,100.0,0.002493186155334115,0.004986566957086325,315,66,0.08145761489868164,completed,
yena_sit_to_stand_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_to_stand_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_to_stand_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_to_stand_normal_01_synchronized_315.npz,122,123,122,122,122,100.0,0.0008287638192996383,0.0016571527812629938,315,66,0.05105161666870117,completed,
yena_sit_to_stand_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_to_stand_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_to_stand_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_to_stand_normal_02_synchronized_315.npz,133,135,133,133,133,100.0,0.000831232697237283,0.0016626592259854078,315,66,0.04918694496154785,completed,
yena_sit_to_stand_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_to_stand_normal_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_to_stand_normal_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_to_stand_normal_03_synchronized_315.npz,124,126,124,124,124,100.0,0.0008288377430289984,0.0016574912006035447,315,66,0.05405879020690918,completed,
yena_sit_to_stand_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_sit_to_stand_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_sit_to_stand_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_to_stand_normal_04_synchronized_315.npz,118,123,118,118,118,100.0,0.0008309640688821673,0.0016621225513517857,315,66,0.04465889930725098,completed,
yena_slow_lie_down_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_slow_lie_down_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_slow_lie_down_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_slow_lie_down_01_synchronized_315.npz,1801,1804,1801,1801,1801,100.0,0.004999074619263411,0.00999869778752327,315,66,0.28368330001831055,completed,
yena_stand_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_01_synchronized_315.npz,627,630,627,627,627,100.0,0.0016648959135636687,0.003331313142552972,315,66,0.12079095840454102,completed,
yena_stand_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_02_synchronized_315.npz,104,103,103,104,103,99.03846153846155,0.0008199336589314044,0.0016400620806962252,315,66,0.053839921951293945,completed,
yena_stand_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_03_synchronized_315.npz,128,131,128,128,128,100.0,0.0008268211968243122,0.0016538365744054317,315,66,0.05695796012878418,completed,
yena_stand_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_04_synchronized_315.npz,126,128,126,126,126,100.0,0.0008289123070426285,0.0016578249633312225,315,66,0.06191539764404297,completed,
yena_stand_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_05_synchronized_315.npz,128,127,127,128,127,99.21875,0.0008224511984735727,0.0016445271903648973,315,66,0.05407905578613281,completed,
yena_stand_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_06_synchronized_315.npz,126,126,126,126,126,100.0,0.0008267193916253746,0.0016534391324967146,315,66,0.05258512496948242,completed,
yena_stand_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_07_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_07_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_07_synchronized_315.npz,127,132,127,127,127,100.0,0.0008267684606835246,0.0016531618312001228,315,66,0.05150938034057617,completed,
yena_stand_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_08_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_08_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_08_synchronized_315.npz,124,127,124,124,124,100.0,0.0008288377430289984,0.0016574912006035447,315,66,0.0663902759552002,completed,
yena_stand_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_09_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_09_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_09_synchronized_315.npz,123,125,123,123,123,100.0,1.2869516297087102e-07,3.814697322468419e-07,315,66,0.04787397384643555,completed,
yena_stand_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_10_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_10_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_10_synchronized_315.npz,122,125,122,122,122,100.0,0.0008287638192996383,0.0016571527812629938,315,66,0.048012733459472656,completed,
yena_stand_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_stand_normal_11_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_stand_normal_11_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_11_synchronized_315.npz,124,127,124,124,124,100.0,0.0008266096701845527,0.0016530350549146533,315,66,0.0510716438293457,completed,
yena_walk_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_01_synchronized_315.npz,1240,1230,1230,1240,1230,99.19354838709677,0.0033046517055481672,0.006607777904719114,315,66,0.22611141204833984,completed,
yena_walk_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_02_synchronized_315.npz,134,135,134,134,134,100.0,0.0008271114202216268,0.0016540380893275142,315,66,0.05976390838623047,completed,
yena_walk_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_03_synchronized_315.npz,125,125,125,125,125,100.0,0.0008310991106554866,0.0016625798307359219,315,66,0.05056142807006836,completed,
yena_walk_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_04_synchronized_315.npz,130,131,130,130,130,100.0,0.0008311853744089603,0.001662752591073513,315,66,0.07043123245239258,completed,
yena_walk_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_05_synchronized_315.npz,135,137,135,135,135,100.0,0.000827160372864455,0.0016547024715691805,315,66,0.060018301010131836,completed,
yena_walk_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_06_synchronized_315.npz,133,133,133,133,133,100.0,0.000831232697237283,0.0016626592259854078,315,66,0.053112030029296875,completed,
yena_walk_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_07_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_07_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_07_synchronized_315.npz,133,136,133,133,133,100.0,0.0008270660764537752,0.001654326100833714,315,66,0.04992318153381348,completed,
yena_walk_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_08_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_08_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_08_synchronized_315.npz,126,132,126,126,126,100.0,0.0008289123070426285,0.0016578249633312225,315,66,0.054700374603271484,completed,
yena_walk_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_09_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_09_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_09_synchronized_315.npz,135,137,135,135,135,100.0,0.000827160372864455,0.0016547024715691805,315,66,0.052670955657958984,completed,
yena_walk_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_10_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_10_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_10_synchronized_315.npz,139,139,139,139,139,100.0,0.0008313224534504116,0.0016624599229544401,315,66,0.053545475006103516,completed,
yena_walk_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_11_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_11_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_11_synchronized_315.npz,132,132,132,132,132,100.0,0.0008270171238109469,0.0016536589246243238,315,66,0.0739750862121582,completed,
yena_walk_normal_12,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_12_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_12_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_12_synchronized_315.npz,128,129,128,128,128,100.0,0.0008311501587741077,0.0016624943818897009,315,66,0.05788373947143555,completed,
yena_walk_normal_13,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_walk_normal_13_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_walk_normal_13_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_13_synchronized_315.npz,128,134,128,128,128,100.0,0.0008289800025522709,0.001658154185861349,315,66,0.05940413475036621,completed,
hoyeon_test_04,test,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/test/hoyeon_test_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/test/hoyeon_test_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/test/hoyeon_test_04_synchronized_315.npz,1198,1201,1198,1198,1198,100.0,0.003330554813146591,0.006664153654128313,315,66,0.22603559494018555,completed,
